,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,10341,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120721164.04616433,120721164.04616433,True,,2,,,,2025-06-14T12:25:00.000Z,2532.228003776331,19588918969.17892,-50.9546,-0.23621938,-0.80732786,1.33220749,-0.8842663,55.19934471,34.81425045,305693512246.1737,9.3417,305693512246.17,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
2,825,Tether USDt,USDT,tether,132727,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,155469346382.92398,157003724943.10956,True,,3,,,,2025-06-14T12:24:00.000Z,1.0004433273276032,64032286609.56618,-46.0614,-0.00050752,0.00408583,-0.01421475,0.03511689,0.05547263,0.04770465,155538270192.78015,4.7531,157073328984.91,,2025-06-14T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-14 18:20:03.696841
3,52,XRP,XRP,xrp,1625,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,58881764070.0,99986037638.0,False,,4,,,,2025-06-14T12:25:00.000Z,2.1699011464025784,2383927772.5610695,-46.4585,-0.17138808,0.60962954,-0.80877815,-12.2411252,0.50862137,-6.06593084,127767607357.69914,3.9045,216990114640.26,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
4,1839,BNB,BNB,bnb,2581,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,140886522.42000002,140886522.42000002,False,,5,,,,2025-06-14T12:25:00.000Z,649.9923418905099,1394570398.90563,-32.416,-0.14104222,-0.51590254,0.11249808,-0.66358525,10.49765126,9.01401536,91575160648.58565,2.7985,91575160648.59,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
5,5426,Solana,SOL,solana,936,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,527628995.694366,602996825.9911828,True,,6,525236893.3,76430464562.77634,,2025-06-14T12:25:00.000Z,145.5161766771046,3213618316.4299536,-47.8746,-0.36319528,-0.13546251,-4.1813765,-15.03867922,10.16128154,11.85778227,76778554157.42462,2.3463,87745792666.67,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
6,3408,USDC,USDC,usd-coin,28650,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,61690900479.137924,61690900479.137924,False,,7,60901219650.23,60900975740.868515,,2025-06-14T12:25:00.000Z,0.9999959950003812,8857138716.340176,-45.179,0.00054131,0.02075348,0.00600303,0.02503244,0.00226998,-0.00068707,61690653407.10502,1.8852,61690653407.11,,2025-06-14T12:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-14 18:20:03.696841
7,74,Dogecoin,DOGE,dogecoin,1235,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,149681956383.7052,149681956383.7052,True,,8,,,,2025-06-14T12:25:00.000Z,0.1772051486295337,1077626025.0359883,-44.7541,-0.248817,0.84023209,-4.83280735,-21.79812976,11.75815577,5.44768299,26524413328.13386,0.8106,26524413328.13,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
8,1958,TRON,TRX,tron,1186,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94839500946.83119,94839509024.9583,True,,9,71659659264.0,19327431815.4151,,2025-06-14T12:25:00.000Z,0.2697114668688456,500116163.15297705,-42.4301,-0.07128554,-1.37425833,-3.74003109,0.05115406,8.73222832,26.41797678,25579300917.479115,0.7817,25579303096.24,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
9,2010,Cardano,ADA,cardano,1529,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35356538084.557686,44994989664.67408,False,,10,,,,2025-06-14T12:25:00.000Z,0.6337021062048548,549849452.7983669,-50.0917,-0.51868184,-1.26920466,-5.41412824,-17.81075504,-0.54281684,-10.57543169,22405512652.296368,0.6847,28516594779.22,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
10,32196,Hyperliquid,HYPE,hyperliquid,106,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,13641260492.686861,,2025-06-14T12:25:00.000Z,40.85044850946568,340075723.8982657,-50.3606,-1.7191306,1.62213131,19.6287694,64.84447893,155.45999531,205.65841604,13641115922.949587,0.4169,40850448509.47,,2025-06-14T12:25:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-14 18:20:03.696841
11,20947,Sui,SUI,sui,681,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3396671135.3644433,10000000000.0,False,,12,3396671135.36,10201570536.533644,,2025-06-14T12:24:00.000Z,3.003402487315693,810244782.8923703,-53.8777,-0.9816709,-0.81586516,-8.30192182,-19.36282068,36.88353395,34.43759625,10201570536.546988,0.3118,30034024873.16,,2025-06-14T12:24:00.000Z,,,,,,2025-06-14 18:20:03.696841
12,1831,Bitcoin Cash,BCH,bitcoin-cash,1024,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19883459.375,19883459.375,False,,13,,,,2025-06-14T12:25:00.000Z,435.1563913853268,416862479.1978186,-7.0518,-0.19207525,3.80997245,6.23613883,11.06446059,31.79761468,33.41882923,8652414429.881746,0.2644,9138284219.09,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:20:03.696841
13,1975,Chainlink,LINK,chainlink,2020,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,657099970.4527867,1000000000.0,False,,14,,,,2025-06-14T12:25:00.000Z,13.113377766481152,324071711.1744168,-51.8837,-0.63650523,-1.84026341,-6.44113853,-19.53482458,4.27309939,-3.2857392,8616800142.890995,0.2633,13113377766.48,,2025-06-14T12:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-14 18:20:03.696841
14,3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923242696.9,985239504.0,False,,15,,,,2025-06-14T12:25:00.000Z,9.070541469101016,26205211.1117176,86.5564,0.44638583,0.0413429,-0.43746586,0.61197988,-3.79898841,-7.52570445,8374311168.27611,0.2559,8936655778.03,,2025-06-14T12:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-14 18:20:03.696841
0,1,Bitcoin,BTC,bitcoin,12214,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19878000.0,19878000.0,False,,1,,,,2025-06-14T12:51:00.000Z,104970.74759505641,46123077395.42725,-35.7383,-0.11030214,-0.0449754,-0.51975631,2.33324709,22.52617944,27.00824877,2086608520694.5312,63.8295,2204385699496.18,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
1,1027,Ethereum,ETH,ethereum,10341,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120721164.04616433,120721164.04616433,True,,2,,,,2025-06-14T12:51:00.000Z,2536.2938183649458,19363752263.51596,-51.2878,0.03352602,-0.48836773,1.41876461,-0.63032571,54.91289444,34.78615428,306184342116.1071,9.3662,306184342116.11,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
2,825,Tether USDt,USDT,tether,132728,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,155469346382.92398,157003724943.10956,True,,3,,,,2025-06-14T12:50:00.000Z,1.0005318665065732,63107362197.73996,-46.7583,-0.00853577,0.03129602,-0.02714193,0.03832151,0.07763839,0.05015125,155552035321.06387,4.7583,157087229965.81,,2025-06-14T12:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-14 18:22:33.735968
3,52,XRP,XRP,xrp,1625,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,58881764070.0,99986037638.0,False,,4,,,,2025-06-14T12:51:00.000Z,2.170559871237688,2354966769.1217275,-47.1357,-0.29337046,0.71821892,-0.75807138,-12.26753112,0.38423371,-5.91851231,127806394238.02713,3.9096,217055987123.77,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
4,1839,BNB,BNB,bnb,2581,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,140886521.2,140886521.2,False,,5,,,,2025-06-14T12:50:00.000Z,649.4480200291928,1386042183.8760328,-32.5527,-0.19572349,-0.4132061,-0.0796741,-0.77628961,10.60536621,8.34702313,91498472242.14088,2.7989,91498472242.14,,2025-06-14T12:50:00.000Z,,,,,,2025-06-14 18:22:33.735968
5,5426,Solana,SOL,solana,936,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,527628977.94321346,602996808.2400303,True,,6,525236893.3,76303458372.46758,,2025-06-14T12:51:00.000Z,145.27436923377974,3191485678.815327,-48.1705,-0.31581221,-0.13521434,-4.57073609,-15.08622484,9.87418828,11.76203838,76650966960.16422,2.3448,87599980967.05,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
6,3408,USDC,USDC,usd-coin,28650,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,61690827837.17703,61690827837.17703,False,,7,60901219650.23,60904010628.30954,,2025-06-14T12:51:00.000Z,1.0000458279505002,8802630458.404564,-45.0346,0.00959116,0.02424267,0.01345254,0.01415147,0.0109688,0.01885675,61693655001.38147,1.8872,61693655001.38,,2025-06-14T12:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-14 18:22:33.735968
7,74,Dogecoin,DOGE,dogecoin,1235,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,149682216383.7052,149682216383.7052,True,,8,,,,2025-06-14T12:51:00.000Z,0.17762329299922047,1062584021.7871933,-45.1661,-0.0177727,1.36945376,-4.97561723,-21.92253998,11.92247867,5.61639009,26587048177.495586,0.8133,26587048177.5,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
8,1958,TRON,TRX,tron,1186,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94839432112.6762,94839454678.39047,True,,9,71659659264.0,19341755010.812862,,2025-06-14T12:51:00.000Z,0.26991134495290114,490428112.36664355,-42.2757,-0.07573306,-1.32907624,-3.39221892,0.11494488,8.84671955,25.8040562,25598238676.101795,0.7831,25598244766.84,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
9,2010,Cardano,ADA,cardano,1529,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35356538084.557686,44994989664.67408,False,,10,,,,2025-06-14T12:51:00.000Z,0.634159082726704,542947807.1221886,-50.4979,-0.22160548,-0.83042434,-5.24550058,-17.85377615,-0.14100836,-10.44885247,22421669760.094875,0.6859,28537158722.7,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
10,32196,Hyperliquid,HYPE,hyperliquid,106,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,13624333029.046759,,2025-06-14T12:51:00.000Z,40.7997571175524,338830459.6767919,-50.7699,-1.06036483,1.10452949,19.20817675,63.83471056,155.47646811,203.26555588,13624188638.70632,0.4168,40799757117.55,,2025-06-14T12:51:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-14 18:22:33.735968
11,20947,Sui,SUI,sui,681,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3396671135.3644433,10000000000.0,False,,12,3396671135.36,10202539508.685148,,2025-06-14T12:51:00.000Z,3.003687758427582,812286738.7400492,-53.6052,-0.63084867,-0.19443098,-8.48661793,-19.73677079,37.25543709,34.00814838,10202539508.698494,0.3121,30036877584.28,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
12,1831,Bitcoin Cash,BCH,bitcoin-cash,1024,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19883465.625,19883465.625,False,,13,,,,2025-06-14T12:51:00.000Z,436.31761624426724,419013688.48332334,-6.2548,0.03298672,4.20519765,6.54844727,11.20183725,32.45106903,33.90504889,8675506324.17483,0.2654,9162669941.13,,2025-06-14T12:51:00.000Z,,,,,,2025-06-14 18:22:33.735968
13,1975,Chainlink,LINK,chainlink,2020,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,657099970.4527867,1000000000.0,False,,14,,,,2025-06-14T12:50:00.000Z,13.119801735360571,321590157.9250415,-51.833,-0.15715022,-1.49495949,-6.44149568,-19.66537074,4.4438678,-3.29433434,8621021332.651852,0.2637,13119801735.36,,2025-06-14T12:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-14 18:22:33.735968
14,3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923242696.9,985239504.0,False,,15,,,,2025-06-14T12:50:00.000Z,9.074427225318995,26176481.79121169,86.8763,0.21525567,0.08699172,-0.53309455,1.8116214,-3.78342737,-7.56333555,8377898664.326293,0.2563,8940484178.56,,2025-06-14T12:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-14 18:22:33.735968
0,1,Bitcoin,BTC,bitcoin,12214,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19878000.0,19878000.0,False,,1,,,,2025-06-14T12:52:00.000Z,104981.53624115529,46039137341.13674,-35.9561,-0.1427998,0.00899233,-0.52336894,2.37704528,22.54113415,27.04072355,2086822977401.6848,63.8234,2204612261064.26,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
1,1027,Ethereum,ETH,ethereum,10341,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120721164.04616433,120721164.04616433,True,,2,,,,2025-06-14T12:52:00.000Z,2536.4791918568812,19256534479.54756,-52.0368,-0.01060857,-0.39635776,1.42177112,-0.56483146,54.91507286,34.82628991,306206720619.8369,9.365,306206720619.84,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
2,825,Tether USDt,USDT,tether,132728,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,155469346382.92398,157003724943.10956,True,,3,,,,2025-06-14T12:51:00.000Z,1.0004939273814248,63373390506.049484,-46.5052,-0.00123209,0.00865615,-0.01319401,0.0282652,0.06100748,0.04358614,155546136950.07474,4.7582,157081273381.84,,2025-06-14T12:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-14 18:23:34.768393
3,52,XRP,XRP,xrp,1625,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,58881764070.0,99986037638.0,False,,4,,,,2025-06-14T12:52:00.000Z,2.1727650184883487,2354513073.932559,-47.1433,-0.23981632,0.85869417,-0.65399038,-12.15929287,0.48552958,-5.83075122,127936237198.18013,3.9128,217276501848.83,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
